Date, Area, Obs, Grid, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments,
16/03/2022 11:57,Torridon,"AT, AC",157611,722,99,25,"Creagan nan-Laigh, Fionn Bheinn",3.5,211.00,3,75,0 - None,0,110,15,0,0,-1,200,14,Low,Low,0,0,1,216,0,12,0,1,0,0,,
16/03/2022 11:45,Northern Cairngorms,KG,001041,1090,300,40,Cas Headwall,-1.4,277.00,5,100,4 - Light Showers,0,180,5,0,0,-2,216,30,Low,Moderate,0,0.2,2,262,0,12,0,2,0,-0.2,,
16/03/2022 11:30,Glencoe,PM,251503,1070,317,26,Meall a' Bhuiridh ,-0.5,317.00,3,70,0 - None,1,110,12,0,0,-1,217,22,Moderate,Moderate,0,0.2,3,238,0,12,0,1,0,-0.5,,
15/03/2022 11:35,Southern Cairngorms,PN,209844,990,30,28,t-Saggairt Col,-1.2,135.00,12,100,2 - Trace,1,46,1,0,0,-0.8,215,28,Low,Low,0,0,4,138,0,12,0,1,0,0,,
15/03/2022 11:33,Lochaber,GM,167723,680,292,10,Ben Nevis,3.2,130.00,40,100,0 - None,0,30,5,0,0,-2.6,203,35,Low,Moderate,0,0,1,182,0,12,0,2,0,0,Stable snowpack,
15/03/2022 11:32,Northern Cairngorms,KM,996043,980,30,30,Coire Cas,-1.4,210.00,3,100,2 - Trace,1,88,1,0,0,-3,209,42,Low,Low,0,0.8,2,260,0,12,0,1,0,0,,
15/03/2022 11:30,Creag Meagaidh,WS,451893,700,140,30,"Coire a Chriochaerin, Boundary Wall gully",5.5,220.00,25,20,2 - Trace,0,42,8,0,0,-3,220,47,Low,Moderate,0,0,3,194,0,12,0,2,0,0,firm wet spring snowpack at site,
15/03/2022 11:00,Glencoe,AP,252504,1100,15,20,Meall a Bhuiridh,-1.2,200.00,40,60,2 - Trace,1,40,1,0,0,-1.2,200,41,Low,Considerable -,0,0.8,3,236,0,12,0,1,0,-0.7,,
15/03/2022 10:42,Torridon,AC,244770,618,101,15,"Meall Leacachain, Fannaichs.",2.7,219.00,22,100,2 - Trace,0,0,0,0,0,-1,203,39,Low,Low,0,,,214,0,12,2,2,0,0,No snow at observation site. Isolated and very small patches of shallow well bonded old snow observed on a NE aspect below summit at 606m. altitude.,
14/03/2022 12:30,Glencoe,AP,252504,1100,10,25,Meall a Bhuiridh,0.1,190.00,20,100,2 - Trace,0,50,15,0,1,-1,180,21,Low,Low,0,0.1,2,234,0,10,0,1,0,-0.1,,
14/03/2022 12:10,Southern Cairngorms,PN,159771,900,45,26,Corrie Fionn,0.6,190.00,11,100,2 - Trace,0,135,12,0,1,0,175,34,Low,Low,0,0,2,136,0,10,0,1,0,0,,
14/03/2022 12:00,Lochaber,GM,188743,1010,5,20,Aonach Mor,0.1,180.00,10,90,0 - None,0,110,15,0,1,-0.8,180,27,Low,Low,0,0,3,182,0,10,0,2,0,0,,
14/03/2022 11:55,Creag Meagaidh,KM,502924,870,30,25,Stob Coire Dubh: top of Coire a' Bhein,1.5,170.00,20,100,0 - None,0,72,8,0,0,0,180,27,Low,Low,0,0,1,194,0,10,0,2,0,0,,
14/03/2022 11:00,Torridon,BM,967593,750,60,35,"Coire an Laoigh, Beinn Eighe",3.8,90.00,10,80,0 - None,0,140,5,0,0,0,160,25,Low,Moderate,0,0,2,214,0,10,0,2,0,0,Well bonded snowpack.,
14/03/2022 11:00,Northern Cairngorms,BF ,992029,1060,20,30,Goat Track,0,230.00,20,100,0 - None,0,300,10,0,0,-1,161,47,Low,Low,0,0.2,2,260,0,10,0,1,0,0,Stable refrozen snowpack.,
13/03/2022 12:30,Glencoe,AP,252504,1075,350,30,Meall a Bhuiridh,0.7,170.00,20,90,6 - Snow Showers,1,60,15,0,0,1,160,40,Moderate,Low,0,0.4,1,228,0,10,0,1,0,-0.5,Sloughing noted on Flypaper,
13/03/2022 12:00,Lochaber,GP,161717,960,310,15,"Ben Nevis, Coire na Ciste",2,160.00,30,90,6 - Snow Showers,0,190,20,0,1,-0.1,173,26,Moderate,Moderate,0,0,2,176,0,10,0,2,0,0,,
13/03/2022 11:45,Northern Cairngorms,KG,995033,940,60,28,Sneachda Morains,0.5,220.00,35,100,6 - Snow Showers,1,200,15,0,1,0,151,59,Moderate,Moderate,0,0,2,254,0,10,0,2,0,0,Sleeting at profile site.,
13/03/2022 11:30,Creag Meagaidh,BF ,429885,900,90,10,Inner Coire,1.3,120.00,15,100,2 - Trace,0,165,1,0,0,0,170,25,Low,Low,0,0,2,192,0,10,0,2,0,0,Stable Spring snowpack ,
13/03/2022 11:30,Southern Cairngorms,SN,247858,900,70,25,Lochnagar  Corrie,0.9,140.00,25,100,6 - Snow Showers,0,50,10,0,0,1.1,162,39,Low,Low,0,0,1,130,0,10,0,2,0,0,Wet snowfall not settling at 900m,
13/03/2022 11:10,Torridon,BM,938581,840,70,25,Liathach,2.7,140.00,30,90,2 - Trace,0,42,1,0,0,0,160,25,Low,Low,0,0,1,212,0,10,0,2,0,0,Well bonded snowpack.,
12/03/2022 14:30,Southern Cairngorms,SN,160771,900,60,20,"Coire Fionn, Glas Maol",1.7,160.00,5,100,4 - Light Showers,0,205,20,0,1,1.8,152,41,Low,Low,0,0,1,126,0,10,0,2,0,0,Wet snow showers - highest summits only after midday.,
12/03/2022 12:00,Creag Meagaidh,WS,460883,700,110,30,Sron a Ghoire,3.8,185.00,15,100,2 - Trace,0,35,5,0,1,-1,200,25,Low,Low,0,0,2,190,0,10,0,2,0,0,stable spring snowpack trace at highest elevations,
12/03/2022 11:30,Northern Cairngorms,KG,002041,1130,300,30,Cas Headwall,0.8,160.00,25,100,6 - Snow Showers,1,85,15,0,1,0,145,61,Moderate,Moderate,2021,,2,248,0,10,0,2,0,0,Wet snow avalanches sz 1 below Jacobs ladder and trident gully area.,
12/03/2022 11:30,Torridon,BM,905607,890,20,45,"Creag Dhubh, Beinn Eighe",1.6,160.00,20,100,0 - None,0,61,2,0,1,0,160,20,Low,Low,0,0,1,212,0,10,0,2,0,0,Well bonded snowpack.,
12/03/2022 11:15,Lochaber,GP,194729,1196,48,25,"Aonach Mor, top of summit gully",-0.7,190.00,20,100,6 - Snow Showers,1,36,10,0,1,-0.8,178,21,Moderate,Moderate,0,0,1,170,0,10,0,2,0,0,,
12/03/2022 10:30,Glencoe,BF,250503,1070,300,15,Meall a Bhuiridh ,1,180.00,2,100,2 - Trace,0,65,1,0,0,1,180,20,Low,Low,0,0,3,226,0,10,0,1,0,0,Stable Spring snowpack with a dusting of fresh snow. ,
11/03/2022 11:45,Northern Cairngorms,JS,995070,655,30,25,An t-Aonach,4.8,150.00,30,100,0 - None,0,80,5,0,1,0,157,60,Moderate,Moderate,0,0,2,248,0,10,0,2,0,0,,
11/03/2022 11:45,Southern Cairngorms,SN/PN/SR,131793,890,40,25,Carn Aosda Corrie,1.8,130.00,25,100,0 - None,0,160,10,0,1,2.6,163,44,Low,Low,0,0,1,126,0,10,0,2,0,0,,
11/03/2022 11:35,Creag Meagaidh,KM,443894,800,70,29,Coire a' Chriochairein,5,170.00,30,100,0 - None,0,75,8,0,0,1.6,170,40,Low,Low,0,0,1,190,0,10,0,2,0,0,,
11/03/2022 11:25,Lochaber,BM,166718,810,10,25,Ben Nevis,5.2,80.00,35,100,0 - None,0,76,0,0,0,1.6,177,30,Low,Moderate,0,0,1,170,0,10,0,2,0,0,Well bonded snowpack.,
11/03/2022 10:30,Glencoe,GP,254503,1074,18,15,"Meall a Bhuiridh, near summit",2.3,180.00,20,100,0 - None,0,85,2,0,0,1.6,117,30,Low,Low,0,0.5,1,226,0,10,0,2,0,0,,
11/03/2022 10:26,Torridon,AC,223750,532,11,21,"Meall Breac, Fannaichs",6.1,139.00,24,100,2 - Trace,0,0,0,0,0,3,135,38,Low,Low,0,,,210,0,10,0,2,0,0,No snow at observation site.,
10/03/2022 12:30,Creag Meagaidh,WS,608784,800,160,30,Drumochter West,3,165.00,25,100,0 - None,0,35,15,0,1,0,160,35,Low,Low,0,0,1,190,0,10,0,2,0,0,"Wet, isothermal snowpack",
10/03/2022 12:00,Southern Cairngorms,PN,250857,870,0,38,"Lochnagar Corrie, steep slopes above rescue box",3.1,182.00,38,100,0 - None,0,155,8,0,1,3.1,230,6,Moderate,Moderate,0,0,2,126,0,10,0,1,0,0,Weak layer 26-31cm. Cornice collapse or heavy rain may lead to failure.,
10/03/2022 11:50,Lochaber,BM,188742,1050,350,25,Aonach Mor,2.5,180.00,20,100,4 - Light Showers,0,138,7,0,1,1.8,203,19,Moderate,Low,0,0.5,2,166,0,10,0,2,0,0,Weakness at 18cm.,
10/03/2022 11:15,Glencoe,GP/BF,248503,1070,35,15,"Meall a Bhuiridh, near summit",2.2,280.00,25,100,0 - None,0,50,15,0,0,1.8,203,19,Low,Low,0,0,3,226,0,10,0,2,0,0,,
10/03/2022 11:15,Northern Cairngorms,KG,907042,1010,30,30,Cas ridge,2.2,170.00,35,100,2 - Trace,0,245,15,0,1,1,176,30,Moderate,Moderate,1021,0.1,3,246,0,10,0,2,0,0,,
10/03/2022 10:29,Torridon,JT,966592,780,90,35,Coire an Laoigh (Beinn Eighe),2.9,157.00,8,100,2 - Trace,0,100,5,0,1,2,157,45,Low,Low,0,0,4,208,0,10,0,2,0,0,Stable snowpack.,
09/03/2022 12:30,Glencoe,AP,253508,900,10,30,Meall a Bhuiridh,1.4,240.00,45,100,8 - Snow,1,40,15,0,1,-2,245,15,Considerable -,Considerable -,4400,0.3,3,218,0,10,0,2,0,-0.3,,
09/03/2022 12:00,Creag Meagaidh,WS,458897,700,114,30,Coire a Chriochaerin,3.9,220.00,25,100,4 - Light Showers,0,35,12,0,0,0,220,33,Moderate,Considerable -,0,0,2,186,0,10,0,2,0,0,Some new slab development above 900m. Moist stable snowpack at site.,
09/03/2022 11:30,Northern Cairngorms,KG,994049,830,340,30,Top of zig zags Cas,2.4,210.00,35,100,6 - Snow Showers,0,130,5,0,0,0,161,51,Considerable -,Considerable -,0,1.7,2,240,0,10,0,2,0,-1.1,,
09/03/2022 11:30,Southern Cairngorms,SN,131793,890,40,25,Carn Aosda Corrie,0,180.00,25,100,2 - Trace,1,160,2,0,0,1.1,164,53,Moderate,Moderate,0,0.2,2,124,0,10,0,1,0,0,,
09/03/2022 11:20,Lochaber,BM,166718,820,20,25,Ben Nevis,3.6,140.00,30,100,4 - Light Showers,0,44,2,0,1,0.7,184,41,Moderate,Considerable -,0,0.2,1,162,0,10,0,2,0,0,Wet but well bonded snowpack.,
09/03/2022 10:20,Torridon,SA,779424,670,90,33,Sgurr a Chaorachain,2.3,180.00,20,80,2 - Trace,0,77,2,0,0,2,210,30,Low,Low,0,0,2,206,0,10,0,1,0,0,,
08/03/2022 12:30,Glencoe,AP,251504,1100,20,20,Meall a Bhuiridh,-3.5,180.00,30,60,2 - Trace,1,30,0,0,0,-2,160,52,Low,Considerable -,0,0.7,4,216,0,10,0,1,0,-3.2,Light trace of overnight snow. ,
08/03/2022 11:30,Southern Cairngorms,SN,245864,870,0,25,"Coire na Saobhaidhe, Lochnagar",-2.8,135.00,35,60,0 - None,1,90,12,0,0,-4,135,51,Moderate,Moderate,0,0.7,1,124,0,10,0,1,0,-2.7,,
08/03/2022 11:05,Lochaber,KM,165742,650,315,0,Carn Beag Dearg,-0.4,150.00,40,30,0 - None,0,0,0,0,0,-5,157,40,Low,Considerable +,0,,,162,0,10,0,2,0,0,Weather observations only.,
08/03/2022 11:00,Northern Cairngorms,BF,997043,1030,45,15,Cas Headwall,-3.6,160.00,30,20,0 - None,1,165,1,0,0,-5,160,40,Moderate,Considerable -,0,1.5,3,240,0,10,10,1,0,-4.6,Failure at 17cm ,
08/03/2022 10:45,Creag Meagaidh,JS,438856,770,16,38,Meall Coire Choille-rais ,0.8,135.00,25,45,0 - None,0,80,1,0,0,-5,180,36,Low,Moderate,0,0.9,2,186,0,10,0,1,0,-2,,
08/03/2022 10:30,Torridon,DG / SA,969593,683,10,25,"Coire an Laoigh, Beinn Eighe",1.5,60.00,20,0,0 - None,0,75,5,0,0,-1,160,32,Low,Moderate,0,1.4,4,206,0,10,0,1,0,-3.7,,
07/03/2022 12:30,Glencoe,AP,253508,950,350,35,Meall a Bhuiridh,-2.2,185.00,15,50,0 - None,0,40,1,0,0,-1,155,25,Low,Low,0,1.6,4,216,0,10,0,1,0,-6.3,Widespread firm and very icy snowpack.,
07/03/2022 11:30,Torridon,DG,986600,675,45,30,"Coire Domhain, Beinn Eighe",2.9,230.00,20,100,0 - None,0,70,0,0,0,-2,200,20,Low,Low,0,0.4,1,206,0,10,0,1,0,-0.5,100% very thin cloud cover.,
07/03/2022 11:30,Lochaber,GM,167719,760,350,20,Ben Nevis,-1.1,180.00,20,0,0 - None,0,30,0,0,0,-1.2,190,21,Low,Low,0,0.5,0,162,0,10,0,1,0,-2.1,Stable snowpack,
07/03/2022 11:15,Creag Meagaidh,JS,443894,845,20,40,Coire a Chriochairein,3.1,260.00,15,10,0 - None,0,150,1,0,0,-1.2,190,22,Low,Low,0,1.2,3,186,0,10,0,1,0,-1.8,,
07/03/2022 11:00,Northern Cairngorms,BF,008031,1080,45,15,Above Stac an Fharaidh,-0.5,210.00,20,10,0 - None,1,85,10,0,0,-2,212,5,Moderate,Moderate,1011,1.5,3,240,0,10,0,1,0,-1.5,Failure at 26cm ,
07/03/2022 11:00,Southern Cairngorms,SN,132018,1160,220,15,"Leabaidh an Daimh Bhuidhe, Ben Avon",-0.9,180.00,15,20,0 - None,1,35,10,0,0,-1.1,207,18,Low,Moderate,0,0.9,5,124,0,10,0,1,0,-2.8,Failure at isolation at 12cm,
06/03/2022 13:21,Torridon,SA/DG,156606,625,60,25,"Fionn Bheinn, Cregan nan Laogh",3.2,245.00,15,0,0 - None,0,57,5,0,0,0,220,24,Low,Low,0,0,2,206,0,10,0,1,0,0,,
06/03/2022 12:25,Creag Meagaidh,TR,390851,800,42,30,"East Ridge, Beinn a Chaorainn",0.3,225.00,5,0,0 - None,0,44,2,0,0,-4,220,10,Low,Low,0,1.4,1,186,0,10,0,1,0,-1.6,Good stability. Softer surface snow where sun-exposed. Large cornices in place which moistened later.,
06/03/2022 11:30,Northern Cairngorms,KG/AG,000022,1030,200,28,Top of Diagonal Gully,-0.1,180.00,5,5,0 - None,0,75,10,0,0,-3,180,10,Moderate,Moderate,0,0.7,4,240,0,10,0,1,0,-2.5,,
06/03/2022 11:30,Southern Cairngorms,SN,990988,1297,200,15,Ben Macdui,-2.7,190.00,5,0,0 - None,0,35,8,0,0,-0.5,167,16,Moderate,Low,0,0.7,4,124,0,10,0,1,0,-3.4,,
06/03/2022 11:20,Glencoe,AP,252504,1100,10,25,Meall a Bhuiridh,-2.3,200.00,10,0,0 - None,0,50,0,0,0,-2,180,14,Low,Low,0,2.1,4,216,0,10,0,1,0,-5.6,,
06/03/2022 11:00,Lochaber,GM,192729,1220,152,5,Aonach Mor  ,-4.4,180.00,20,0,0 - None,0,30,2,0,0,-2.9,130,9,Low,Low,0,1.4,1,162,0,10,0,2,0,-3.6,Stable snowpack,
05/03/2022 12:10,Lochaber,GM,155674,710,335,15,Sgùrr a' Mhàim,-1.1,200.00,5,50,0 - None,0,30,0,0,0,-3,338,9,Low,Low,0,0,0,162,0,10,0,2,0,0,Stable snowpack,
05/03/2022 12:00,Torridon,SA,785423,760,189,23,Sgurr a Chaorachain,0.8,340.00,5,100,2 - Trace,0,42,2,0,0,0,310,11,Low,Low,0,0,3,204,0,10,0,1,0,0,,
05/03/2022 12:00,Creag Meagaidh,KM,427885,900,45,30,The Window,-2.1,330.00,15,50,0 - None,0,105,0,0,0,-3,338,9,Low,Low,0,1,1,186,0,10,0,1,0,-1.6,,
05/03/2022 11:30,Southern Cairngorms,SN,244861,1143,140,25,"Cac Carn Beag, Lochnagar",-3.1,15.00,15,100,0 - None,0,120,15,0,0,-0.9,344,30,Moderate,Moderate,0,0.5,3,124,0,10,0,1,0,-2.7,Localised steepening. Some deeper drifts available in more wind sheltered locations. ,
05/03/2022 11:15,Northern Cairngorms,DG/KG,008039,1200,130,25,SE Side of Cairn Gorm,-1.6,200.00,15,100,0 - None,1,70,15,0,0,-4,320,13,Moderate,Moderate,0,0.7,4,240,0,12,0,1,0,-1.9,,
05/03/2022 11:15,Glencoe,PM,258503,930,65,27,Meall a\' Bhuiridh,-3.9,335.00,8,10,0 - None,0,80,1,0,0,-3,338,14,Low,Low,0,1.1,4,216,0,10,0,1,0,-5,,
04/03/2022 12:30,Lochaber,GM,168719,760,30,15,Ben Nevis,0.8,315.00,5,50,0 - None,0,40,0,0,0,-3,223,9,Low,Low,0,0,0,162,0,10,0,2,0,0,Stable snowpack,
04/03/2022 12:10,Northern Cairngorms,DG/KG,011046,1090,142,16,Ciste Mhearad,-2,315.00,20,100,4 - Light Showers,1,180,5,0,0,-3,310,13,Low,Moderate,0,0.5,4,236,0,10,0,1,0,-0.6,Snow profile not to ground.,
04/03/2022 11:55,Creag Meagaidh,KM,506923,850,10,33,Stob Coire Dubh ,-0.5,310.00,15,80,0 - None,0,240,0,0,0,-3,223,9,Low,Low,0,0.5,1,186,0,10,0,1,0,0,,
04/03/2022 11:45,Southern Cairngorms,SN,156773,910,170,30,"Meall Odhar, South aspects",-0.6,340.00,15,100,2 - Trace,0,58,5,0,0,-1.3,141,15,Low,Low,0,0,4,122,0,10,0,1,0,0,,
04/03/2022 11:36,Torridon,AC,141765,598,32,35,"Meall an t-Sithe, Fannaichs.",0.8,316.00,14,70,0 - None,0,64,2,0,0,-3,315,17,Low,Low,0,0,3,204,0,10,0,2,0,0,,
04/03/2022 11:30,Glencoe,PM,257504,1060,50,25,Meall a\' Bhuiridh,-2.3,315.00,7,100,0 - None,0,60,1,0,0,-3,223,9,Low,Low,0,1.1,1,216,0,10,0,1,0,-1.3,,
03/03/2022 12:25,Creag Meagaidh,TR,451896,790,150,28,Sron Coire a Chriochairein,1.2,225.00,10,100,2 - Trace,1,67,16,0,0,0,225,20,Low,Low,1021,0,2,184,0,10,0,2,0,0,Isothermal snowpack. Some v. thin new windslab but only near summits. Full depth avalanche activity E aspect at 800m Coire nan Gall today. Glide cracks on E aspects elsewhere continue to widen.,
03/03/2022 12:00,Lochaber,BM,189741,1110,30,25,Aonach Mor,0.3,210.00,20,100,2 - Trace,0,120,1,0,1,0.1,163,29,Low,Low,0,0.2,2,160,0,10,0,2,0,-0.2,Well bonded snowpack.,
03/03/2022 11:30,Glencoe,PM,253503,1095,25,22,Meall a'Bhuiridh,-0.2,234.00,20,100,2 - Trace,1,80,2,0,1,-0.1,163,29,Low,Low,0,0.1,3,214,0,10,0,1,0,-0.3,,
03/03/2022 11:06,Torridon,AC,221750,519,109,17,"Meall Breac, Fannaichs.",4.1,180.00,18,100,4 - Light Showers,0,45,8,0,1,1,247,22,Low,Low,0,0,2,200,0,10,0,2,0,0,,
03/03/2022 11:00,Northern Cairngorms,BF,007047,1130,30,15,North side of Cairngorm,0,170.00,20,100,4 - Light Showers,1,75,5,0,0,-1,133,51,Low,Considerable -,0,0.8,2,232,0,10,10,1,0,-0.8,Failure at 17cm. Snowpack warm and sticky. ,
03/03/2022 11:00,Southern Cairngorms,SN,135774,930,300,25,The Cairnwell NW aspect,0.2,180.00,18,100,4 - Light Showers,0,35,7,0,0,-0.1,139,42,Low,Moderate,0,0.1,2,118,0,10,0,1,0,0,New snow amounts were significantly less than expected.,
02/03/2022 12:15,Creag Meagaidh,TR,428884,900,40,33,"Inner Coire, Coire Ardair",-2,155.00,25,45,0 - None,1,48,2,0,0,-3.8,155,35,Low,Low,0,1,2,184,0,10,0,1,0,-1.4,Crusty/firm with some windblown surface snow. Drifting on and off redistributing a little snow on NW to N aspects. Clean shears in older thin windslab but very localised distribution.,
02/03/2022 12:00,Lochaber,KM,167734,900,320,25,Carn Beag Dearg,-2.5,140.00,25,80,0 - None,1,61,2,0,0,-3.5,217,29,Low,Low,0,1.5,2,160,0,10,0,1,0,-1.7,,
02/03/2022 11:20,Northern Cairngorms,"AT, BF",982028,920,45,35,"Twin Burns, Coire an Lochain",-2.6,170.00,30,75,0 - None,1,50,10,0,0,-5,136,20,Low,Low,0,1.9,1,232,0,10,0,1,0,-4.3,,
02/03/2022 11:00,Torridon,CB,970594,675,60,22,"Coire an Laoigh, Beinn Eighe",0,90.00,15,0,0 - None,0,59,0,0,0,0,135,35,Low,Low,0,1.8,2,200,0,10,0,1,0,-2,,
02/03/2022 11:00,Southern Cairngorms,SN,210850,910,300,25,NW aspect of Carn an t-Saggairt Beag,-2,160.00,20,100,0 - None,0,46,0,0,0,-2.9,198,18,Low,Considerable -,0,1.7,2,118,0,10,0,1,0,-2.8,,
02/03/2022 10:15,Glencoe,JS BM,256505,970,345,30,Meall a Bhuiridh,-3,150.00,20,95,0 - None,1,65,3,0,0,-3.5,217,29,Low,Low,0,1.3,4,214,0,10,0,1,0,-4.3,,
01/03/2022 12:30,Lochaber,GM,192743,1145,0,10,Aonach Mor,-4.1,225.00,10,10,0 - None,0,0,0,0,0,-3.1,229,28,Low,Low,0,2.3,1,160,0,10,0,1,0,-2.2,Generally stable snowpack,
01/03/2022 12:30,Creag Meagaidh,WS,523927,550,80,30,Coire a Bhein,3.5,200.00,5,5,0 - None,0,41,0,0,0,-3,200,18,Low,Low,0,0,3,184,0,10,0,2,0,0,Low Level pit site,
01/03/2022 12:15,Torridon,CB,935586,620,20,18,"Coire Dubh Mor, Liathach",3.3,0.00,0,50,0 - None,0,62,8,0,0,-2,225,20,Low,Low,0,0,3,200,0,10,0,1,0,0,,
01/03/2022 12:00,Southern Cairngorms,PN,248862,970,120,30,"West Ridge, Lochnagar.",-1.1,270.00,11,30,0 - None,0,55,3,0,0,-1,262,22,Low,Low,0,0.1,2,118,0,10,0,1,0,-0.4,,
01/03/2022 11:20,Northern Cairngorms,"AT, KG",011042,1100,120,33,East face of Cairngorm,-0.7,290.00,20,50,0 - None,1,220,10,0,0,-4,95,4,Low,Low,0,0.7,2,232,0,10,0,2,0,-0.5,,
01/03/2022 11:00,Glencoe,AP,255505,1050,60,35,Meall a Bhuiridh,-1.6,240.00,15,15,4 - Light Showers,1,40,2,0,0,-2,250,8,Low,Low,0,0.8,4,210,0,10,0,1,0,-1.1,,
28/02/2022 12:50,Southern Cairngorms,PN,209844,995,50,35,t-Saggairt Col,0.8,130.00,8,100,2 - Trace,0,120,14,0,1,1,270,34,Low,Low,0,0.2,4,116,0,8,0,1,0,-0.1,Strong icy layer around 50cm.,
28/02/2022 12:00,Creag Meagaidh,BM,444894,770,70,25,Coire a' Chriochairein,3,270.00,20,100,4 - Light Showers,0,72,15,0,1,-1.4,195,38,Low,Low,0,0,2,180,0,8,0,2,0,0,"Wet, well bonded snowpack.",
28/02/2022 12:00,Glencoe,AP,255505,1050,60,35,Meal a Bhuiridh,-0.3,240.00,20,100,4 - Light Showers,0,50,15,0,0,-2,250,33,Low,Low,0,0.1,3,206,0,8,0,1,0,-0.1,,
28/02/2022 12:00,Lochaber,GM,169722,750,270,20,Ben Nevis,1.7,280.00,20,100,0 - None,0,40,8,0,1,-1.4,195,38,Moderate,Moderate,0,0,2,160,0,8,0,2,0,0,,
28/02/2022 11:45,Northern Cairngorms,"AT, KG",001041,1085,290,36,Choire Chais Headwall,1.8,175.00,10,50,4 - Light Showers,0,78,5,0,0,-1,178,54,Low,Low,0,0.5,2,228,0,8,0,2,0,-0.5,,
28/02/2022 10:20,Torridon,SA,156610,650,25,26,"Fionn Bheinn, Cregan nan Laogh",2.6,240.00,28,50,0 - None,0,50,8,0,1,0,220,37,Low,Low,0,0,2,200,0,8,0,2,0,0,,
27/02/2022 12:45,Southern Cairngorms,PN,120770,900,70,26,Carn nan Sac,-0.6,40.00,8,30,0 - None,0,185,3,0,0,-1.3,193,47,Low,Moderate,0,1.7,2,116,0,8,0,1,0,-0.7,,
27/02/2022 12:20,Torridon,SA,785424,767,12,25,Sgurr a Chaorachain,2.7,182.00,25,20,0 - None,0,42,4,0,0,2,140,32,Low,Low,0,0,2,200,0,8,0,1,0,0,,
27/02/2022 12:00,Glencoe,AP,252504,1100,30,25,Meall a a Bhuiridh,-1,190.00,20,100,0 - None,0,40,5,0,0,-2.5,180,43,Low,Moderate,0,0,2,206,0,8,0,1,0,-0.1,,
27/02/2022 12:00,Lochaber,GM,191739,1185,320,10,Aonach Mor,5,180.00,40,100,0 - None,1,60,4,0,0,-2.2,189,37,Low,Moderate,0,1.1,1,160,0,8,0,1,0,-1,,
27/02/2022 11:30,Creag Meagaidh,BM,434862,1010,350,23,Meall Coire Choille-rais,-0.6,180.00,20,80,0 - None,0,77,5,0,0,-2.2,189,37,Low,Low,0,0.1,2,180,0,8,0,1,0,0,Well bonded snowpack in this location.,
27/02/2022 10:35,Northern Cairngorms,GP,997042,1020,40,25,Fiacaill Cas NE aspect,-1.2,170.00,30,40,0 - None,0,200,0,0,0,-3,189,65,Low,Low,0,1.6,1,228,0,8,0,1,0,-2.2,,
26/02/2022 13:04,Northern Cairngorms,GP,010066,830,40,30,Coire Laogh Mor,1.6,140.00,40,90,0 - None,0,300,10,0,1,-1,215,44,Moderate,Moderate,0,2.1,1,228,0,8,0,2,0,0,,
26/02/2022 12:35,Creag Meagaidh,TR,460882,700,90,32,NE ridge of Sron a Ghoire,3,225.00,35,100,2 - Trace,1,71,23,0,0,-0.5,225,50,Moderate,Moderate,0,0.8,1,178,0,8,0,2,0,0,Moist snowpack at this altitude. Occasional light drifting but only over summits.,
26/02/2022 12:00,Southern Cairngorms,SN,131793,890,50,30,Carn Aosda Corrie,0.6,200.00,10,100,4 - Light Showers,0,240,9,0,0,0.7,207,37,Moderate,Moderate,0,0.7,2,112,0,8,0,1,0,-0.2,,
26/02/2022 12:00,Lochaber,GM,167723,675,10,20,Ben Nevis,3.5,180.00,30,100,0 - None,0,40,10,0,0,-0.4,202,46,Moderate,Moderate,0,0,1,160,0,8,0,2,0,0,,
26/02/2022 12:00,Glencoe,AP,216544,750,60,30,Coire na Tulaich,1.9,240.00,20,100,4 - Light Showers,0,60,20,0,1,0,200,53,Moderate,Moderate,0,0,3,202,0,8,0,2,0,0,,
26/02/2022 11:05,Torridon,MB/AC,157611,728,92,25,"Creagan nan Laogh, Fionn Beinn",4.2,211.00,15,95,0 - None,0,70,10,0,0,1,202,58,Low,Low,0,0,1,200,0,8,0,1,0,0,,
25/02/2022 12:55,Creag Meagaidh,TR,442894,820,90,30,"Lifa Gully, Coire Chriochairein.",-0.8,225.00,10,45,0 - None,0,86,27,0,0,-3,225,20,Moderate,Moderate,3014,1.3,1,178,0,8,0,2,0,-2.2,Noticeable warmth in the sun on E to S aspects. Colder shade temps. Progressive consolidation during the day. Lingering instability in deeper snow on steep shaded NE aspects. Weak cornices in place.,
25/02/2022 12:30,Southern Cairngorms,SN/PN,169771,990,150,25,"White Brae, NE of Glas Maol summit",-1.9,250.00,15,100,0 - None,0,195,15,0,0,-2,243,42,Considerable -,Moderate,0,1.6,1,112,0,8,0,1,0,-2.2,"Profile site not indicative of least stable locations. Other test areas had softer, less well bonded snow.",
25/02/2022 11:55,Lochaber,KM,171740,850,50,30,Carn Beag Dearg,-0.2,250.00,5,10,0 - None,0,105,10,0,0,-3.5,243,24,Considerable -,Considerable -,0,0.8,2,160,0,8,0,1,0,0,Weaknesses within snowpack. Graupel also present in upper layers.,
